"id","repo_fullname","commits_count","commits_days_since_first","commits_days_since_last","commits_total_lines_added","commits_total_lines_removed","commits_avg_added","commits_avg_removed","commits_avg_files_changed","commits_avg_message_length","commits_avg_per_day","commits_avg_per_day_real","commits_max_per_day","contributors_count","contributors_top_avg_commits","contributors_top_avg_participation_week","contributors_top_avg_additions","contributors_top_avg_deletions","forks_count","forks_avg_per_day","forks_avg_max_per_day","issues_total_comments","issues_count","issues_open","issues_labels","issues_avg_labels","issues_avg_closing_time","issues_avg_comment_time","issues_avg_comments","issues_avg_comment_length","issues_avg_title_length","issues_avg_body_length","issues_avg_per_day","issues_avg_per_day_real","issues_max_per_day","repo_size","repo_topics","repo_branches","repo_age_days","repo_workflows","repo_languages","repo_milestones","repo_watchers","repo_deployments","repo_readme_length","repo_network_members","pulls_count","pulls_total_lines_added","pulls_total_lines_removed","pulls_avg_lines_added","pulls_avg_lines_removed","pulls_avg_closing_time","pulls_avg_comments","pulls_avg_review_comments","pulls_avg_Commits","pulls_avg_body_length","pulls_avg_title_length","pulls_avg_files_changed","pulls_avg_labels","pulls_avg_created_per_day","pulls_avg_created_per_day_real","pulls_max_created_per_day","releases_count","releases_tags","releases_total_downloads","releases_avg_body_length","releases_avg_title_length","releases_avg_assets","releases_avg_assets_downloads","releases_avg_assets_size","releases_avg_downloads_per_day","stars_count","stars_avg_per_day_real","stars_max_per_day","wf_count","wf_avg_duration","wf_avg_success_duration","wf_avg_failure_duration","wf_avg_successes_per_day","wf_avg_successes_per_day_real","wf_avg_fails_per_day","created_at","updated_at"
518,"MicrosoftDocs/mslearn-xamarin-forms-stack-tab-navigation",12,1054,580,171680,127813,14307,10651,93,37,NULL,2,6,0,0,0,0,0,15,0,1,2,3,1,0,0,0,0,0,151,75,141,0,1,1,525,0,1,1054,0,1,0,10,0,2425,15,1,86666,23374,86666,23374,0,1,0,3,424,123,20,0,0,1,1,0,0,0,0,0,0,0,0,NULL,10,1,2,0,0,0,0,0,0,0,"2022-03-08 06:25:29.144077","2022-03-08 06:25:29.144077"
519,"MicrosoftDocs/EnableXliffTranformGitHubProd.de-DE",2,1302,133,607,2,304,1,5,94,NULL,1,1,2,1,1,303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,1302,0,1,0,2,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-08 06:25:39.097069","2022-03-08 06:25:39.097069"
520,"Azure-Samples/azure-stack-hub-powershell-in-docker",13,726,580,705,47,54,4,1,31,NULL,3,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,726,0,2,0,2,0,2581,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-08 06:25:55.507651","2022-03-08 06:25:55.507651"
521,"MicrosoftDocs/mslearn-create-an-app-to-run-parallel-compute-jobs-in-azure-batch",5,1035,1035,1283,0,257,0,2,13,NULL,5,5,3,1,1,256,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2395,0,1,1035,0,1,0,3,0,2082,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,3,1,1,0,0,0,0,0,0,0,"2022-03-08 06:26:07.351158","2022-03-08 06:26:07.351158"
522,"Azure/iot",23,1509,34,950,474,41,21,1,45,NULL,3,7,11,1,1,44,22,26,0,3,1,10,0,0,0,0,0,0,48,24,15,0,1,3,28,0,1,1509,1,0,0,66,0,6282,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,66,1,2,2,0.011261574074074075,0.008796296296296297,0.0024652777777777776,0,1,0,"2022-03-08 06:26:31.547323","2022-03-08 06:26:31.547323"
523,"vz-risk/VCDB",700,3121,12,4525115,1961172,6464,2802,42,147,NULL,2,15,12,29,10,4597,2949,164,0,2,9551,18583,10930,43153,2,0,0,0,115,74,135,5,8,1509,1065667,0,8,3121,0,4,1,464,2,4772,168,5,80348,303199,16069,60639,0,0,0,7,80,22,650,0,0,1,1,4,4,0,85,21,0,0,0,NULL,464,1,6,0,0,0,0,0,0,0,"2022-03-08 06:49:12.838474","2022-03-08 06:49:12.838474"
524,"microsoft/VisualProfiler-Unity",25,1327,234,1835,489,73,20,2,52,NULL,3,5,0,0,0,0,0,15,0,1,7,8,1,1,0,0,0,0,212,44,170,0,1,2,310,5,1,1327,0,2,0,75,0,3192,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,75,1,5,0,0,0,0,0,0,0,"2022-03-08 06:49:36.170654","2022-03-08 06:49:36.170654"
525,"Ameciclo/botaprarodar",2040,1209,26,336784,156248,165,77,8,53,NULL,8,56,22,60,6,92,54,2,0,1,6,139,0,28,0,0,0,0,51,32,64,0,1,5,21424,0,97,1210,3,1,0,8,0,5840,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,14,0,0,0,NULL,8,1,1,10,0.504363425925926,0.2095162037037037,0.2948472222222222,0,2,0,"2022-03-08 07:07:31.775041","2022-03-08 07:07:31.775041"
526,"den-materials/legacy-code-denver",9,1994,1649,132,24,15,3,1,21,NULL,2,3,1,9,5,14,2,10,0,6,0,1,0,0,0,0,0,0,0,14,88,0,1,1,15141,0,19,1764,0,0,0,0,0,7300,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-08 07:07:44.247547","2022-03-08 07:07:44.247547"
527,"NuGet/docs.microsoft.com-nuget.es-es",420,1830,189,111380,77106,265,184,9,27,NULL,1,6,13,31,12,269,186,12,0,2,31,12,2,14,1,0,0,2,700,24,117,0,1,2,8555,0,4,1830,0,1,0,2,0,99,12,1,2,2,2,2,0,1,0,1,57,7,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-08 07:47:42.974586","2022-03-08 07:47:42.974586"
528,"MicrosoftDocs/OfficeDocs-OfficeOnlineServer",408,1667,14,44888,24129,110,59,4,72,NULL,3,28,28,7,3,89,50,24,0,1,114,86,19,10,0,0,0,1,602,39,474,0,1,3,874,3,3,1561,0,1,0,12,0,2051,25,1,8,5,8,5,0,0,0,4,76,37,2,1,0,1,1,0,0,0,0,0,0,0,0,NULL,12,1,1,0,0,0,0,0,0,0,"2022-03-08 08:55:21.911356","2022-03-08 08:55:21.911356"
529,"MichaelSauerHTWdS/PM-DevTeam-2015u16",125,2237,2231,5885,4104,47,33,2,49,NULL,31,120,14,3,1,24,24,4,0,2,0,2,0,0,0,0,0,0,0,13,16,0,2,2,68,0,1,2237,0,1,0,4,0,54,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,4,1,1,0,0,0,0,0,0,0,"2022-03-08 08:56:28.881744","2022-03-08 08:56:28.881744"
530,"gremdon/ArtistTutorial",74,728,630,21544,29,291,0,6,60,NULL,37,48,29,1,1,476,0,0,0,0,0,33,2,0,0,0,0,0,0,23,32,0,16,21,15726,0,32,728,0,2,0,1,0,109,0,2,15,0,7,0,0,0,0,1,26,21,1,0,0,1,2,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-08 08:56:40.082964","2022-03-08 08:56:40.082964"
531,"Azure-Samples/openhack-containers",37,890,263,38714,355,1046,10,8,71,NULL,2,8,8,2,1,1743,9,221,0,6,18,32,14,11,0,0,0,0,367,38,2341,0,1,2,1129,0,12,890,0,7,0,75,0,2600,244,14,1426,52,101,3,0,0,0,6,4415,43,2,0,0,1,1,0,0,0,0,0,0,0,0,NULL,75,1,4,0,0,0,0,0,0,0,"2022-03-08 08:57:41.756978","2022-03-08 08:57:41.756978"
532,"Azure/adx-automation-monitor",48,1495,1379,1829,756,38,16,3,23,NULL,5,11,3,15,3,36,16,3,0,1,0,1,0,0,0,0,0,0,0,17,0,0,1,1,244,0,5,1473,0,3,0,1,0,916,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-08 08:59:37.928025","2022-03-08 08:59:37.928025"
533,"Azure-Samples/app-service-mobile-dotnet-offline-encryption",15,2070,2061,23570,99,1571,7,9,30,NULL,5,7,2,6,1,1813,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,1,2070,0,1,0,6,0,9022,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,6,1,1,0,0,0,0,0,0,0,"2022-03-08 08:59:55.728813","2022-03-08 08:59:55.728813"
534,"MicrosoftDocs/OfficeDocs-CustomLearning-pr.de-DE",112,1309,0,14995,9183,134,82,8,27,NULL,1,4,0,0,0,0,0,2,0,1,2,2,2,0,0,0,0,1,1570,123,29,0,2,2,67413,0,6,1309,0,1,0,2,0,2389,2,2,11,8,5,4,0,1,0,1,29,123,1,0,0,1,2,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-08 09:01:17.144472","2022-03-08 09:01:17.144472"
535,"learn-co-students/ios-0916-resources",8,1961,1960,73,33,9,4,2,21,NULL,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1961,0,0,0,0,0,1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-08 09:01:44.98968","2022-03-08 09:01:44.98968"
536,"girlscript/winter-of-contributing",10156,189,62,34739564,2129669,3421,210,5,51,NULL,113,491,100,54,4,957,352,1628,8,153,22800,8956,1436,29509,3,0,0,3,145,38,1181,47,98,367,1049489,6,32,189,5,12,9,923,0,1590,1648,251,14359867,54452,57210,216,0,1,0,228,1669,34,111,1,0,1,11,0,0,0,0,0,0,0,0,NULL,923,10,140,592,0.007805246652902903,0.0047967694256756755,0.0030084772272272273,3,108,113,"2022-03-08 11:46:43.436742","2022-03-08 11:46:43.436742"
537,"hasadna/open_pension",582,2181,57,2497793,661764,4292,1137,15,90,NULL,2,23,27,15,5,5628,1424,16,0,3,441,833,139,136,0,0,0,0,491,34,1400,0,2,22,75126,0,230,2164,3,8,0,16,14,4112,17,125,8608,19819,68,158,0,0,0,1,5095,60,1,0,0,1,7,0,0,0,0,0,0,0,0,NULL,16,1,1,22,0.20553766835016835,0.09953125,0.10600641835016834,0,6,0,"2022-03-08 11:55:09.118509","2022-03-08 11:55:09.118509"
538,"TomasKindahl/MolkFreeCalcGeneral",23,477,476,1643,89,71,4,2,52,NULL,12,22,3,4,1,112,5,1,0,1,2,27,6,1,0,0,0,0,46,23,27,0,13,26,65,0,27,477,0,1,0,0,0,22,1,1,152,105,152,105,0,0,0,1,0,11,3,0,0,1,1,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-09 00:28:23.630258","2022-03-09 00:28:23.630258"
539,"MicrosoftDocs/azure-docs.ko-kr",16557,2913,96,37381081,27401988,2258,1655,41,35,NULL,9,141,82,169,12,1312,1061,114,0,3,2180,1067,2,1878,1,0,0,2,186,29,47,0,3,62,3127238,0,73,1945,0,1,0,50,0,2381,114,2,167,167,83,83,0,1,0,778,213,51,56,1,0,1,1,0,0,0,0,0,0,0,0,NULL,50,1,3,0,0,0,0,0,0,0,"2022-03-09 05:05:38.442278","2022-03-09 05:05:38.442278"
540,"MicrosoftDocs/partner-center-pr.zh-cn",1174,1986,86,207704,154108,177,131,8,27,NULL,2,7,0,0,0,0,0,5,0,1,1,1,1,0,0,0,0,1,129,29,71,0,1,1,27125,0,5,1101,0,1,0,2,0,2824,6,1,2,2,2,2,0,1,0,1,71,29,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-09 05:18:08.584497","2022-03-09 05:18:08.584497"
541,"osmlab/tiled-osm",8,3235,3180,594,264,74,33,1,36,NULL,4,5,1,8,2,74,33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,1,3235,0,1,0,1,0,474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-09 05:18:21.600048","2022-03-09 05:18:21.600048"
542,"shankar7791/MI-10-Ambersoft",430,404,387,5453,204,13,0,2,53,NULL,54,182,0,0,0,0,0,0,0,0,13,96,2,0,0,0,0,0,13,31,2,0,19,72,288,0,55,404,0,0,0,1,0,53,0,2,121,2,60,1,0,0,0,1,0,44,3,0,0,1,2,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-09 05:21:58.47671","2022-03-09 05:21:58.47671"
543,"OfficeDev/office-js-docs-reference.de-de",954,1266,0,9762000,4010531,10233,4204,87,26,NULL,3,101,0,0,0,0,0,2,0,1,2,2,2,0,0,0,0,1,1553,123,29,0,2,2,82492,0,6,1266,0,3,0,3,0,4085,2,2,9,8,4,4,0,1,0,1,29,123,1,0,0,1,2,0,0,0,0,0,0,0,0,NULL,3,1,1,0,0,0,0,0,0,0,"2022-03-09 05:46:40.592671","2022-03-09 05:46:40.592671"
544,"microsoft/vscode-azurearmtools",1236,1611,13,432636,174716,350,141,7,135,NULL,4,28,28,20,6,440,199,75,0,3,2244,1437,128,1480,1,0,0,1,415,51,758,0,2,11,15611,0,78,1611,0,6,7,114,0,23347,76,7,721,226,103,32,0,0,1,2,156,49,5,0,0,1,1,34,34,401,1345,7,1,11,10041841,NULL,114,1,3,0,0,0,0,0,0,0,"2022-03-09 05:55:42.000629","2022-03-09 05:55:42.000629"
545,"MicrosoftDocs/core-docs.es-ES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,801,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,1344,0,1,0,2,0,1077,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-09 05:55:49.959477","2022-03-09 05:55:49.959477"
546,"Azure/Azure-China-Migration-Playbook",576,933,881,16412,7858,28,14,2,43,NULL,29,152,5,54,2,27,13,3,0,1,1,9,0,0,0,0,0,0,33,26,21,0,1,3,19061,0,4,933,0,0,0,5,0,626,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,5,1,1,0,0,0,0,0,0,0,"2022-03-09 05:58:30.846861","2022-03-09 05:58:30.846861"
547,"githubteacher/welcome-july",56,2438,2437,169,5,3,0,1,47,NULL,56,56,18,1,1,2,0,1,0,1,77,54,12,0,0,0,0,1,50,22,32,0,27,53,21,0,29,2438,0,0,0,2,0,627,1,4,20,0,5,0,0,2,0,1,32,21,1,0,0,1,4,0,0,0,0,0,0,0,0,NULL,2,2,2,0,0,0,0,0,0,0,"2022-03-09 05:58:45.026173","2022-03-09 05:58:45.026173"
548,"Azure-Samples/app-service-java-configure-deployment-sources-for-functions",28,1792,98,9858,3654,352,131,3,21,NULL,1,3,13,2,1,361,210,1,0,1,0,1,0,0,0,0,0,0,0,20,0,0,1,1,102,0,2,1792,0,2,0,2,0,1942,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,392,0,75,1,49,34647,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-09 05:58:54.357766","2022-03-09 05:58:54.357766"
549,"osmlab/osm-data-quality",4,3204,455,1237,115,309,29,3,63,NULL,2,2,2,2,1,309,28,0,0,0,0,1,0,0,0,0,0,0,0,9,476,0,1,1,195,0,1,3204,0,2,0,1,1,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-09 05:59:02.406961","2022-03-09 05:59:02.406961"
550,"MicrosoftDocs/repo1123.de-be",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,539,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,1484,0,1,0,1,0,373,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-09 05:59:10.154331","2022-03-09 05:59:10.154331"
551,"MicrosoftDocs/OData-docs",932,1134,12,271004,59586,291,64,13,52,NULL,5,36,55,6,3,281,216,69,0,3,607,207,12,5,0,0,0,2,5464,33,92,0,1,5,4853,0,9,1134,0,2,0,12,0,373,70,4,895,357,223,89,0,2,6,4,49,30,5,0,0,1,2,0,0,0,0,0,0,0,0,NULL,12,1,1,0,0,0,0,0,0,0,"2022-03-09 06:04:21.412419","2022-03-09 06:04:21.412419"
552,"Azure/diagnostics-eventflow",1968,2511,91,392202,449528,199,228,6,76,NULL,5,26,37,23,6,201,235,87,0,2,1172,400,7,72,0,0,0,2,408,50,564,0,1,5,14244,0,2,1972,0,3,0,278,0,96397,89,1,157,435,157,435,0,2,1,2,330,46,37,0,0,1,1,120,120,2766,147,25,2,9,54607,NULL,278,1,5,0,0,0,0,0,0,0,"2022-03-09 06:14:07.181735","2022-03-09 06:14:07.181735"
553,"Azure-Samples/storage-dotnet-blob-tier-analysis-tool",53,1659,505,10555,4915,199,93,6,60,NULL,2,7,7,5,2,266,112,3,0,1,2,5,1,1,0,0,0,0,85,46,1336,0,1,2,120,0,2,1659,0,1,0,15,0,1281,3,1,1,1,1,1,0,0,0,1,3759,96,1,1,0,1,1,2,2,334,0,23,1,167,72030,NULL,15,1,1,0,0,0,0,0,0,0,"2022-03-09 06:14:18.312138","2022-03-09 06:14:18.312138"
554,"Azure-Samples/openhack-devops-team",85,1408,32,70574,14296,830,168,9,197,NULL,2,7,15,5,3,900,202,485,0,9,179,350,1,16,0,0,0,0,339,22,838,0,2,12,17916,1,10,1408,0,6,0,144,0,1830,531,1,3,3,3,3,0,0,0,1,5721,51,1,1,0,1,1,3,3,0,0,18,0,0,0,NULL,144,1,3,0,0,0,0,0,0,0,"2022-03-09 06:15:04.576008","2022-03-09 06:15:04.576008"
555,"OfficeDev/office-js",296,1912,125,21473046,18574646,72544,62752,53,58,NULL,5,40,15,7,2,67784,60728,73,0,2,13778,2442,622,5332,2,0,0,5,350,68,2002,1,2,9,115551,0,67,1912,1,2,0,424,0,11005,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1348,7,0,0,0,NULL,424,1,6,4,0.02151909722222222,0.02151909722222222,0,0,2,0,"2022-03-09 06:26:33.910552","2022-03-09 06:26:33.910552"
556,"mattqfang/cs3250_generic_comparator",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,94,0,0,0,0,0,1,1,1,1,0,0,0,0,30,5986,0,1,1,45,0,32,904,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,5986,30,1,1,0,1,1,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-09 06:26:41.977704","2022-03-09 06:26:41.977704"
557,"doubleencore/StickyListHeaders",644,3649,2948,40294,30062,63,47,3,73,NULL,6,28,28,8,2,68,52,1,0,1,0,1,0,0,0,0,0,0,0,14,0,0,1,1,2065,0,3,3059,0,2,0,0,0,10006,1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-09 06:29:29.41671","2022-03-09 06:29:29.41671"
558,"spacetelescope/AAS2016",63,2298,2248,653386,11543,10371,183,2,38,NULL,6,27,3,10,3,612,97,8,0,1,0,12,0,0,0,0,0,0,0,29,42,0,3,5,5670,4,1,2298,0,2,0,6,0,5052,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,6,1,1,0,0,0,0,0,0,0,"2022-03-09 06:29:38.221033","2022-03-09 06:29:38.221033"
559,"gpcorser/cis255",5,1387,1379,333,19,67,4,2,22,NULL,2,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0,1,1387,0,2,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-09 06:29:44.719177","2022-03-09 06:29:44.719177"
560,"microsoft/vscode-nodebook",31,670,477,22860,5988,737,193,4,37,NULL,3,10,3,9,2,1288,697,24,0,2,11,14,11,7,0,0,0,0,122,46,1952,0,1,1,3367,0,4,663,0,1,1,116,0,8454,24,4,151,205,37,51,0,0,0,1,3748,41,2,0,0,1,1,0,0,0,0,0,0,0,0,NULL,116,1,8,0,0,0,0,0,0,0,"2022-03-09 06:29:59.788094","2022-03-09 06:29:59.788094"
561,"david-fisher/320-F21-Track-1",1246,189,82,220378,90968,177,73,7,45,NULL,21,246,23,18,3,105,88,1,0,1,71,149,21,8,0,0,0,0,152,34,61,0,4,44,5390,0,23,189,0,2,0,2,0,3364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-09 06:35:32.476861","2022-03-09 06:35:32.476861"
562,"Azure-Samples/network-java-manage-network-interface",46,2093,98,11783,5761,256,125,2,25,NULL,1,7,13,3,2,287,188,3,0,1,12,7,0,0,0,0,0,1,47,19,1,0,1,1,119,0,2,2093,0,1,0,1,0,1688,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,327,0,46,0,40,31222,NULL,1,1,1,0,0,0,0,0,0,0,"2022-03-09 06:35:43.000387","2022-03-09 06:35:43.000387"
563,"predixdesignsystem/px-list-bare-design",65,2358,1108,15931,1261,245,19,3,31,NULL,1,4,8,5,4,362,27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776,1,3,2358,0,4,0,0,24,1130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,41,14,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,"2022-03-09 06:35:51.736057","2022-03-09 06:35:51.736057"
564,"mozilla/mozfest-program",12,2387,2365,267,76,22,6,1,20,NULL,4,5,2,6,2,30,14,5,0,1,1454,670,310,654,0,0,0,2,141,41,1490,0,15,417,1327,0,1,2387,0,0,12,44,0,6468,5,1,15,0,15,0,0,0,0,1,1279,27,1,0,0,1,1,0,0,0,0,0,0,0,0,NULL,44,1,4,0,0,0,0,0,0,0,"2022-03-09 06:36:44.717462","2022-03-09 06:36:44.717462"
565,"microsoft/sqlworkshops-template",7,708,708,982,58,140,8,5,27,NULL,7,7,2,3,1,206,74,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,0,1,708,0,0,0,2,0,11793,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-09 06:36:52.947897","2022-03-09 06:36:52.947897"
566,"Azure/batchai_retinanet_horovod_coco",17,1365,1307,839,32,49,2,1,19,NULL,3,5,3,5,1,49,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,1,1365,0,1,0,9,0,9992,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,9,1,1,0,0,0,0,0,0,0,"2022-03-09 06:37:01.385784","2022-03-09 06:37:01.385784"
567,"MicrosoftDocs/core-docs.pt-PT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,801,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,1344,0,1,0,2,0,1077,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,1,1,0,0,0,0,0,0,0,"2022-03-09 06:37:10.317467","2022-03-09 06:37:10.317467"
568,"Stanislav-Sartasov/spsu-mm-se-programming",1740,176,1,562342,109253,323,63,5,50,NULL,16,84,0,0,0,0,0,6,0,2,7,171,18,0,0,0,0,0,25,31,18,0,2,10,124470,0,37,176,0,3,0,8,0,0,6,18,14365,29296,798,1627,0,0,0,8,36,26,50,0,0,1,2,0,0,0,0,0,0,0,0,NULL,8,1,3,0,0,0,0,0,0,0,"2022-03-09 06:45:17.929928","2022-03-09 06:45:17.929928"
569,"OpenTOSCA/ui",1233,2003,1,305862,178401,248,145,5,64,NULL,7,36,0,0,0,0,0,2,0,1,51,84,3,57,0,0,0,0,120,34,2642,0,1,6,4946,3,6,1827,2,5,0,8,0,3629,2,2,1645,874,822,437,0,0,0,1,7585,33,1,1,0,1,1,7,7,5,66,18,0,5,16067286,NULL,8,1,1,2,0.06660879629629629,0.06215856481481481,0.004450231481481481,0,3,0,"2022-03-09 06:50:40.342701","2022-03-09 06:50:40.342701"
570,"MicrosoftDocs/mslearn-build-app-solution",8,817,785,491,61,61,8,1,26,NULL,4,7,3,2,1,20,8,2,0,1,0,1,1,0,0,0,0,0,0,41,284,0,1,1,6257,0,1,817,0,0,0,3,0,533,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,3,1,1,0,0,0,0,0,0,0,"2022-03-09 06:50:49.232213","2022-03-09 06:50:49.232213"
571,"hochschule-darmstadt/openartbrowser",3784,1071,244,1357028,695858,359,184,6,69,NULL,13,96,28,31,7,142,94,8,0,1,639,577,41,690,1,0,0,1,500,37,451,0,3,24,36110,0,11,1004,4,8,1,28,0,1703,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,28,1,4,6,0.09273148148148148,0.07567708333333334,0.01705439814814815,0,6,0,"2022-03-09 07:07:56.022243","2022-03-09 07:07:56.022243"
572,"Azure/Azure-Health-Extension",29,1344,1330,141949,1731,4895,60,8,27,NULL,4,10,5,4,1,5606,51,5,0,1,3,2,1,0,0,0,0,1,262,9,42,0,1,1,47439,0,2,1344,0,3,0,7,0,9607,6,1,214,65,214,65,0,1,0,1,57,13,5,0,0,1,1,0,0,0,0,0,0,0,0,NULL,7,1,1,0,0,0,0,0,0,0,"2022-03-09 07:08:25.450885","2022-03-09 07:08:25.450885"
573,"Azure/azure-python-siteextensions",37,2085,1463,4307,442,116,12,9,57,NULL,2,5,2,18,9,199,92,8,0,1,52,21,6,3,0,0,0,2,231,40,1128,0,1,2,2754,0,1,2085,0,3,0,8,0,5864,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,8,1,1,0,0,0,0,0,0,0,"2022-03-09 07:08:36.887704","2022-03-09 07:08:36.887704"
574,"XRFoundation/native-xr-for-web",370,311,12,113334,16130,306,44,5,69,NULL,7,30,6,16,4,37,19,1,0,1,6,97,12,0,0,0,0,0,934,41,2257,0,1,8,960,11,14,311,0,9,0,24,0,374,1,10,25,25,2,2,0,0,0,1,3703,52,1,0,0,1,2,0,0,0,0,0,0,0,0,NULL,24,1,2,0,0,0,0,0,0,0,"2022-03-09 07:10:34.962515","2022-03-09 07:10:34.962515"
